"number","map_index","status","reason","category","kor_name","english_name","region","latitude","longitude"
"409","1647","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","케로네의 마술사탑 거북이 표식 3","Chelona's Rise Turtle Marker 3","surface","-156.337499","46.182232"
"410","1662","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","덱타스의 부절(좌)","Dectus Medallion (Left)","surface","-194.921875","126.07481"
"411","1663","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","덱타스의 부절(우)","Dectus Medallion (Right)","surface","-172.609375","156.301929"
"412","1664","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","선잠","Dozing Cross-Legged","surface","-179.367187","87.004378"
"413","1671","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","손가락 끊기 칼","Finger Severer","surface","-195.671875","100.963762"
"414","1672","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","손가락 자국 포도","Fingerprint Grape","surface","-116.40625","72.137323"
"415","1675","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","날지 못하는 새 그림","Flightless Bird Painting","surface","-103.890625","112.599511"
"416","1688","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy A","surface","-173.46875","99.675821"
"417","1689","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy C","surface","-170.65625","124.164723"
"418","1690","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy D","surface","-115.929687","71.531852"
"419","1691","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy E","surface","-139.179687","56.206009"
"420","1692","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy F","surface","-135.65625","59.197738"
"421","1693","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy G","surface","-97.33","120.58"
"422","1694","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy H","surface","-213.50469","99.92418"
"423","1695","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy I","surface","-59.867188","157.899361"
"424","1696","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약 - Highroad Cave","Furlcalling Finger Remedy J - Highroad Cave ","surface","-173.410937","108.012393"
"425","1697","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","영혼 묘 은방울꽃 채취자의 방울 [3]","Ghost-Glovewort Picker's Bell Bearing (3)","surface","-34.725","149.198113"
"426","1706","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","휘석 숫돌 칼날","Glintstone Whetblade","surface","-137.03125","57.743758"
"427","1707","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","묘 은방울꽃 채취자의 방울 [1]","Glovewort Picker's Bell Bearing (1)","surface","-91.882812","73.54563"
"428","1708","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","묘 은방울꽃 채취자의 방울 [3]","Glovewort Picker's Bell Bearing (3)","surface","-132.609375","214.80106"
"429","1710","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","금 바늘","Gold Sewing Needle","surface","-132.40625","67.884738"
"430","1712","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","황금 재봉 도구","Golden Tailoring Tools","surface","-131.5","67.66595"
"431","1713","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","고스토크의 방울","Gostoc's Bell Bearing","surface","-182.117187","89.293605"
"432","1714","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","중력석 장사의 방울","Gravity Stone Peddler's Bell Bearing","surface","-164.190625","136.369853"
"433","1716","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","성수의 비부절(좌)","Haligtree Secret Medallion (Left)","surface","-57.65625","158.39342"
"434","1717","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","성수의 비부절(우)","Haligtree Secret Medallion (Right)","surface","-160.182812","53.549318"
"435","1718","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","귀소 그림","Homecoming Painting","surface","-181.007812","113.957838"
"436","1722","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","철 숫돌 칼날","Iron Whetblade","surface","-178.875","86.305276"
"437","1729","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","화산관에서 온 편지","Letter from Volcano Manor","surface","-88.085937","64.17401"
"438","1730","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","베르나르에게 보내는 편지","Letter to Bernahl","surface","-88.429687","64.879556"
"439","1731","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","패치에게 보내는 편지","Letter to Patches","surface","-86.745312","64.499259"
"440","1734","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","고기 장사의 방울","Meat Peddler's Bell Bearing","surface","-130.542187","69.004289"
"441","1735","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","약 장사의 방울","Medicine Peddler's Bell Bearing","surface","-89.296","108.02"
"442","1769","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","피디의 방울","Pidia's Bell Bearing","surface","-107","55"
"443","1772","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","말하는 머리 ""시작하자""","Prattling Pate (Let's get to it) ","surface","-95.523437","89.269543"
"444","1773","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","말하는 머리 ""내 사랑""","Prattling Pate (My Beloved)","surface","-48.609375","146.665146"
"445","1774","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","말하는 머리 ""도와줘""","Prattling Pate (Please Help)","surface","-208.882812","118.668282"
"446","1776","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","말하는 머리 ""대단해""","Prattling Pate (Wonderful)","surface","-161.914062","83.574537"
"447","1778","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","예언 그림","Prophecy Painting","surface","-177.1625","85.339626"
"448","1780","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","배율자의 손가락","Recusant Finger","surface","-88.429687","64.385087"
"449","1781","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","붉은 편지","Red Letter","surface","-87.77344","64.20698"
"450","1782","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","붉은 숫돌 칼날","Red-Hot Whetblade","surface","-194","157"
"451","1783","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","붉은 사자 그림","Redmane Painting","surface","-177.45","147.935372"
"452","1790","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","재탄 그림","Resurrection Painting","surface","-140.914062","79.059176"
"453","1797","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","신성 숫돌 칼날","Sanctified Whetblade","surface","-105.492","113.16808"
"454","1798","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","온상 저주 - East Leyndell, Royal Capital","Seedbed Curse - East Leyndell, Royal Capital","surface","-102.6","118.73"
"455","1799","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","온상 저주 - Volcano Manor","Seedbed Curse - Volcano Manor","surface","-87.515625","62.472318"
"456","1800","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","온상 저주 - West Leyndell, Royal Capital","Seedbed Curse - West Leyndell, Royal Capital","surface","-103.828125","113.542772"
"457","1801","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","셀브스의 방울","Seluvis's Bell Bearing","surface","-109.296875","52.29408"
"458","1811","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","단석 채석꾼의 방울 [1]","Smithing-Stone Miner's Bell Bearing (1)","surface","-124.310938","66.566923"
"459","1812","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","단석 채석꾼의 방울 [2]","Smithing-Stone Miner's Bell Bearing (2)","surface","-105.515625","104.77761"
"460","1813","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","단석 채석꾼의 방울 [4]","Smithing-Stone Miner's Bell Bearing (4)","surface","-123.796875","216.721478"
"461","1814","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","단석 채석꾼의 방울 [3]","Smithing-Stone Miner's Bell Bearing [3]","surface","-89.589063","146.180677"
"462","1815","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","색 잃은 채석꾼의 방울 [1]","Somberstone Miner's Bell Bearing (1)","surface","-171.078125","145.606806"
"463","1816","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","색 잃은 채석꾼의 방울 [2]","Somberstone Miner's Bell Bearing (2)","surface","-93.28","91.6"
"464","1817","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","색 잃은 채석꾼의 방울 [3]","Somberstone Miner's Bell Bearing (3)","surface","-73.2","174.55"
"465","1818","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","색 잃은 채석꾼의 방울 [4]","Somberstone Miner's Bell Bearing (4)","surface","-127.25","214"
"466","1819","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","색 잃은 채석꾼의 방울 [5]","Somberstone Miner's Bell Bearing (5)","surface","-122.5","218.424622"
"467","1820","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","마술사 그림","Sorcerer Painting","surface","-60.304687","156.690235"
"468","1870","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","부적 주머니","Talisman Pouch (Godfrey)","surface","-106.929687","117.475379"
"469","1872","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","폭풍 매의 옛 왕","The Stormhawk King","surface","-181.26875","78.205959"
"470","1873","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","토푸스의 방울","Thops's Bell Bearing","surface","-137.554687","58.442722"
"471","1874","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","승리의 환희","Triumphant Delight","surface","-176.451563","107.596117"
"472","1879","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 알터 고원","Map (Altus Plateau)","surface","-96.128125","85.640468"
"473","1880","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 케일리드","Map (Caelid)","surface","-188.160938","142.176284"
"474","1881","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 구별된 설원","Map (Consecrated Snowfield)","surface","-69.22","141.14"
"475","1882","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 용총","Map (Dragonbarrow)","surface","-167.743752","143.740952"
"476","1883","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 도읍 로데일","Map (Leyndell, Royal Capital)","surface","-101.590625","100.177386"
"477","1884","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 림그레이브 동부","Map (Limgrave, East)","surface","-187.692472","119.932529"
"478","1885","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 림그레이브 서부","Map (Limgrave, West)","surface","-185.390625","103.055824"
"479","1886","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 리에니에 동부","Map (Liurnia, East)","surface","-163.5","77.1"
"480","1887","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 리에니에 서부","Map (Liurnia, West)","surface","-118.3625","50.685469"
"481","1888","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 거인들의 산령 동부","Map (Mountaintops of The Giants, East)","surface","-81.15","161.58"
"482","1889","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 겔미어 화산","Map (Mt. Gelmir)","surface","-84.7","62.1"
"483","1890","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 흐느낌의 반도","Map (Weeping Peninsula)","surface","-219.31","113"
"484","1891","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 거인들의 산령 서부","Map Mountaintops of the Giants, West","surface","-86.84548","145.74058"
"485","1892","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 리에니에 북부","Map: Liurnia, North","surface","-147.259943","69.593751"
"486","1893","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","만남의 장소 지도","Meeting Place Map","surface","-138.685369","59.759944"
"487","1894","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","불타는 나비 x2","2x Smoldering Butterfly","surface","-134.769965","75.077282"
"492","1948","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","개미돌","Formic Rock A","surface","-72.33125","158.366365"
"494","1957","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","금빛 반딧불 x2","Gold Firefly x2","surface","-80.19531","83.08095"
"496","1969","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","문어 알","Land Octopus Ovary B","surface","-97.42","97.73"
"497","2001","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","낡은 이빨","Old Fang C","surface","-130.05","220.9"
"498","2002","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","낡은 이빨","Old Fang D","surface","-227.121875","106.6902"
"499","2003","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","낡은 이빨","Old Fang E","surface","-122.6625","214.776154"
"500","2024","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","불타는 나비","Smoldering Butterfly (B)","surface","-106.398437","106.957023"
"501","2025","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","불타는 나비","Smoldering Butterfly (C)","surface","-73.910938","161.120565"
"510","2072","추가 검토 필요","방패 번역 차이 또는 데이터 누락","shield","짐승 문양 히터 실드","Beast Crest Heater Shield","surface","-177.015625","103.926527"
"511","2109","추가 검토 필요","주문 번역/띄어쓰기 차이 또는 데이터 누락","spell","도가니의 모습/목","Aspect of the Crucible: Breath","surface","-87.085937","66.979244"
"512","2111","추가 검토 필요","주문 번역/띄어쓰기 차이 또는 데이터 누락","spell","황금의 마력방호","Barrier of Gold","surface","-104.54687","116.7466"
"513","2121","추가 검토 필요","주문 번역/띄어쓰기 차이 또는 데이터 누락","spell","하이마의 포탄","Cannon of Haima","surface","-119.86875","80.861837"
"515","2135","추가 검토 필요","주문 번역/띄어쓰기 차이 또는 데이터 누락","spell","영원한 어둠","Eternal Darkness","surface","-180.421","146.49"
"517","2140","추가 검토 필요","주문 번역/띄어쓰기 차이 또는 데이터 누락","spell","불이여 힘을!","Flame, Grant me Strength","surface","-181.8281","130.2834"
"519","2144","추가 검토 필요","주문 번역/띄어쓰기 차이 또는 데이터 누락","spell","냉기 무기","Frozen Armament","surface","-103.921875","59.240078"
"520","2158","추가 검토 필요","주문 번역/띄어쓰기 차이 또는 데이터 누락","spell","정신 맑음","Lucidity","surface","-143.515625","82.215419"
"521","2165","추가 검토 필요","주문 번역/띄어쓰기 차이 또는 데이터 누락","spell","독 무기","Poison Armament","surface","-175.54375","144.115396"
"523","2172","추가 검토 필요","주문 번역/띄어쓰기 차이 또는 데이터 누락","spell","용암 작렬","Roiling Magma","surface","-93.74375","61.424507"
"524","2174","추가 검토 필요","주문 번역/띄어쓰기 차이 또는 데이터 누락","spell","그림자의 유인","Shadow Bait","surface","-103.140625","115.676251"
"526","2187","추가 검토 필요","주문 번역/띄어쓰기 차이 또는 데이터 누락","spell","불이여, 회오리쳐라!","Whirl, O Flame!","surface","-168.5","131.71447"
"531","2208","추가 검토 필요","탈리스만 번역/표기 차이 또는 데이터 누락","talisman","클렙스의 작은 병","Crepus's Vial","surface","-90.125","81.330728"
"549","2257","추가 검토 필요","탈리스만 번역/표기 차이 또는 데이터 누락","talisman","포효의 메달리온","Roar Medallion","surface","-188.59375","102.930932"
"551","2269","추가 검토 필요","탈리스만 번역/표기 차이 또는 데이터 누락","talisman","마력 용 표식의 탈리스만+2","Spelldrake Talisman +2","surface","-85.648437","141.268446"
"555","2564","추가 검토 필요","무기 번역/강화 표기 차이 또는 데이터 누락","weapon","백금 지팡이","Albinauric Staff","surface","-91.0625","60.26223"
"556","2568","추가 검토 필요","무기 번역/강화 표기 차이 또는 데이터 누락","weapon","땅 잃은 기사의 도끼창 +8","Banished Knight's Halberd +8","surface","-143.715625","46.454226"
"559","2583","추가 검토 필요","무기 번역/강화 표기 차이 또는 데이터 누락","weapon","카리아의 휘석검","Carian Knight's Sword","surface","-123.492187","48.433786"
"566","2650","추가 검토 필요","무기 번역/강화 표기 차이 또는 데이터 누락","weapon","헬펜의 첨탑","Helphen's Steeple","surface","-62.29687","155.62148"
"567","2663","추가 검토 필요","무기 번역/강화 표기 차이 또는 데이터 누락","weapon","긴 자루 나대","Longhaft Axe","surface","-225.7","108"
"571","2745","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","도가니 나무 세트","Crucible Tree Set","underground","-95.265625","106.180862"
"572","2748","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","전쟁 외과의 세트","War Surgeon Set","underground","-182.890625","152.635558"
"579","2813","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","영혼 묘 은방울꽃 채취자의 방울 [1]","Ghost-Glovewort Picker's Bell Bearing (1)","underground","-184.96875","123.366473"
"580","2814","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","영혼 묘 은방울꽃 채취자의 방울 [2]","Ghost-Glovewort Picker's Bell Bearing (2)","underground","-124.95625","66.39691"
"581","2815","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","내면의 율","Inner Order","underground","-171.159375","136.611911"
"582","2835","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 에인세르 강","Map (Ainsel River)","underground","-128.25","68.059836"
"583","2836","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 깊은 뿌리 밑바닥","Map (Deeproot Depths)","underground","-97.945312","114.668478"
"584","2837","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 부패한 호수","Map (Lake of Rot)","underground","-129.32031","60.40889"
"585","2838","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 모그윈 왕조","Map (Mohgwyn Palace)","underground","-180.192","149.08"
"586","2839","추가 검토 필요","지도 조각: E 데이터에서 동일 제목 없음","map_fragment","지도 조각: 시오프라 강","Map (Siofra River)","underground","-185.96875","132.118084"
"588","2860","추가 검토 필요","주문 번역/띄어쓰기 차이 또는 데이터 누락","spell","빙뢰창","Frozen Lightning Spear","underground","-124.515625","63.418097"
"594","2874","추가 검토 필요","탈리스만 번역/표기 차이 또는 데이터 누락","talisman","사악한 왕자의 업창","Prince of Death Cyst","underground","-98.453125","117.207836"
"595","3000","추가 검토 필요","무기 번역/강화 표기 차이 또는 데이터 누락","weapon","실루리아의 나무창","Siluria's Tree","underground","-95.78","106.73"
"596","3003","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","검은 칼날 티시","Black Knife Tiche","surface","0","0"
"597","3004","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","땅 잃은 기사 오레그","Banished Knight Oleg Ashes","surface","0","0"
"598","3005","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","땅 잃은 기사 잉바르","Banished Knight Engvall Ashes","surface","0","0"
"599","3007","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","백금의 라티나","Latenna the Albinauric","surface","0","0"
"600","3009","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","밤 무녀와 검사 꼭두각시","Nightmaiden & Swordstress Puppets","surface","0","0"
"602","3019","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","타락조향사 카르만","Depraved Perfumer Carmaan Ashes","surface","0","0"
"603","3020","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","조향사 트리샤","Perfumer Tricia","surface","0","0"
"604","3024","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","전쟁마술사 유그","Battlemage Hugues","surface","0","0"
"605","3026","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","귀부기사 핀레이","Cleanrot Knight Finlay Ashes","surface","0","0"
"606","3031","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","흑염 승병 아몬","Blackflame Monk Amon Ashes","surface","0","0"
"607","3041","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","폭풍 매 디네","Stormhawk Deenh","surface","0","0"
"608","3042","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","사냥개기사 플로","Bloodhound Knight Floh","surface","0","0"
"609","3043","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","헤매는 귀인의 뼛가루","Wandering Noble Ashes","surface","0","0"
"610","3050","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","흉조잡이 로로","Omenkiller Rollo","surface","0","0"
"611","3059","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","고룡 기사 크리스토프","Ancient Dragon Knight Kristoff Ashes","surface","0","0"
"612","3060","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","적사자기사 오우가","Redmane Knight Ogha Ashes","surface","0","0"
"613","3061","추가 검토 필요","뼛가루/꼭두각시 표기 차이 또는 데이터 누락","spirit_ash","목 없는 기사 루텔","Lhutel the Headless","surface","0","0"
