"number","map_index","status","reason","category","kor_name","english_name","region","latitude","longitude"
"144","451","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","검은불나비 x5","Black Pyrefly x5","dlc","-134.4140625","114.80868112285007"
"145","452","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","검은불나비 x5 - 벨라트 탑의 도시","Black Pyrefly x5 - Belurat Tower Settlement","dlc","-143.28125","98.68369714476634"
"146","458","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","싹 난 뿔 x4 - 에니르 일림","Budding Horn x4 - Enir-Ilim","dlc","-137.8203125","97.30123534888503"
"147","463","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","응고한 수렁 x5 - 석관의 대구멍","Congealed Putrescence x5 - Stone Coffin Fissure","dlc","-190.734375","119.33219659617593"
"148","465","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","게알 x2","Crab Eggs x2","dlc","-118.09375","132.7312298654268"
"149","466","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","게알 x2","Crab Eggs x2","dlc","-120.3046875","132.16823578299216"
"150","467","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","게알 x2","Crab Eggs x2","dlc","-118.1328125","131.06692407833393"
"151","469","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","암자색 수련꽃 x2 - 석관의 대구멍","Deep-Purple Lily x2 - Stone Coffin Fissure","dlc","-189.421875","120.42587716787209"
"152","470","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","암자색 수련꽃 x3 - 석관의 대구멍","Deep-Purple Lily x3 - Stone Coffin Fissure","dlc","-188.78125","116.76182000851084"
"153","475","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","옥로 x2","Dewgem x2","dlc","-118.9140625","111.08121015924877"
"154","476","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","옥로 x3","Dewgem x3","dlc","-145.046875","129.85537735902943"
"155","477","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","옥로 x3","Dewgem x3","dlc","-119.62760412693024","133.58984375"
"156","478","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","옥로 x3 - 벨라트 탑의 도시","Dewgem x3 - Belurat Tower Settlement","dlc","-140.984375","102.24632104758552"
"157","479","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","옥로 x3 - 석관의 대구멍","Dewgem x3 - Stone Coffin Fissure","dlc","-181.83854162693024","125.67578125"
"158","480","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","옥로 x4","Dewgem x4","dlc","-122.2421875","107.66038782009653"
"159","481","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","메스메르의 잔불 x2","Ember of Messmer x2","dlc","-118.421875","129.12080386926522"
"160","482","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","메스메르의 잔불 x2","Ember of Messmer x2","dlc","-116.8828125","129.04371844155548"
"161","483","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","메스메르의 잔불 x3","Ember of Messmer x3","dlc","-117.1171875","130.5038691224182"
"162","484","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","메스메르의 잔불 x3","Ember of Messmer x3","dlc","-115.8046875","128.16770742894352"
"163","485","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","메스메르의 잔불 x3","Ember of Messmer x3","dlc","-116.7265625","129.98088403806977"
"164","486","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","메스메르의 잔불 x5","Ember of Messmer x5","dlc","-124.37968754768372","134.03842862113743"
"165","487","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","메스메르의 잔불 x5","Ember of Messmer x5","dlc","-115.92994797229767","129.58221917160887"
"166","488","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","메스메르의 잔불 x6","Ember of Messmer x6","dlc","-124.578125","123.4103261800859"
"167","491","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","날개 깃 x2","Flight Pinion x2","dlc","-122.90625","107.09781091489842"
"168","492","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","날개 깃 x4 - 벨라트 탑의 도시","Flight Pinion x4 - Belurat Tower Settlement","dlc","-140.90885412693024","99.92578125"
"169","494","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","파리곰팡이 x3","Fly Mold x3","dlc","-137.4140625","109.73075906712286"
"170","495","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","파리곰팡이 x3","Fly Mold x3","dlc","-140.09375","113.09780877864291"
"171","496","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","파리곰팡이 x3","Fly Mold x3","dlc","-135.6640625","138.76225580463347"
"172","497","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","파리곰팡이 x4","Fly Mold x4","dlc","-122.55351567268372","99.44937646423782"
"173","498","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","파리곰팡이 x4 - 벨라트 탑의 도시","Fly Mold x4 - Belurat Tower Settlement","dlc","-140.31510412693024","99.66796875"
"174","500","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","네 발가락 새다리 x4","Four-Toed Fowl Foot x4","dlc","-130.40260422229767","99.37184726488562"
"175","504","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","얼어붙은 구더기 x8 - 보니의 감옥","Frozen Maggot x8 - Bonny Gaol","dlc","-142.75","133.14512957526046"
"176","525","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","소각로 가면 x2","Furnace Visage x2","dlc","-143.22916662693024","111.37890625"
"177","526","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","소각로 가면 x3","Furnace Visage x3","dlc","-148.86979162693024","109.99609375"
"178","529","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","영혼 불 꽃 x4","Ghosflame Bloom x4","dlc","-168.89687502384186","114.2662415290584"
"179","532","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","거인 불의 반딧불 x3","Giantslab Firefly x3","dlc","-139.29947912693024","121.95703125"
"180","535","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","휘석 덩어리 반딧불 x3","Glintslab Firefly x3","dlc","-117.375","127.80948338397917"
"181","537","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","묘방울벌레 x6","Grave Cricket x6","dlc","-173.703125","120.71520242729895"
"182","538","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","묘방울벌레 x6","Grave Cricket x6","dlc","-175.11979162693024","121.39453125"
"183","540","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","굵은 짐승 뼈 x3","Hefty Beast Bone x3","dlc","-120.4296875","129.30052421289525"
"184","541","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","굵은 짐승 뼈 x3","Hefty Beast Bone x3","dlc","-115.8515625","128.9573796780753"
"185","542","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","굵은 짐승 뼈 x2","Hefty Beast Bones x2","dlc","-134.19791662693024","109.89453125"
"186","546","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","인골 조각 x2","Human Bone Shard x2","dlc","-137.5546875","133.63826097262842"
"187","553","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","혹기름 x3","Knot Resin x3","dlc","-123.8515625","100.1446026009338"
"188","554","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","혹기름 x3 - 벨라트 탑의 도시","Knot Resin x3 - Belurat Tower Settlement","dlc","-141.765625","100.0040459611099"
"189","555","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","혹기름 x5 - 벨라트 탑의 도시","Knot Resin x5 - Belurat Tower Settlement","dlc","-140.0390625","97.77762124958984"
"190","556","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","산 항아리 파편 x2","Living Jar Shard x2","dlc","-137.2734375","133.61357904401711"
"191","557","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","산 항아리 파편 x3","Living Jar Shard x3","dlc","-137.4296875","133.4272849170627"
"192","558","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","산 항아리 파편 x6 - 한탄하는 자의 감옥","Living Jar Shard x6 - Lamenter's Gaol","dlc","-160.078125","113.55852303994286"
"193","560","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","짐승 고기 덩어리 x2","Lump of Flesh x2","dlc","-117.53125","128.49599521910986"
"194","561","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","짐승 고기 덩어리 x3","Lump of Flesh x3","dlc","-114.8828125","98.85547446193566"
"195","566","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","밀혈의 나무 싹 x6 - 석관의 대구멍","Nectarblood Burgeon x6 - Stone Coffin Fissure","dlc","-187.15104162693024","125.42578125"
"196","572","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","라다 열매 x4","Rada Fruit x4","dlc","-118.1484375","131.4259126245202"
"197","573","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","라우프 벌레","Rauh Burrow","dlc","-123.21875","99.26176446586777"
"198","574","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","라우프 벌레","Rauh Burrow","dlc","-130.53125","99.83161856264852"
"199","575","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","라우프 벌레 x4","Rauh Burrow x4","dlc","-131.9296875","108.63684243919363"
"200","576","추가 검토 필요","소재 명칭 차이 또는 데이터 누락","material","라우프 벌레 x5","Rauh Burrow x5","dlc","-117.609375","106.97889796769329"
"201","577","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","붉은 벼락꽃 x3","Red Fulgurbloom x3","dlc","-165.4453125","131.68391504282766"
"202","578","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","붉은 벼락꽃 x8","Red Fulgurbloom x8","dlc","-163.8671875","151.27767145159416"
"203","581","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","붉은살버섯 x4 - 에니르 일림","Redflesh Mushroom x4 - Enir-Ilim","dlc","-136.99108495643281","97.83802254591616"
"204","582","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","붉은살버섯 x5","Redflesh Mushroom x5","dlc","-155.625","115.90214240426796"
"205","583","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","붉은살버섯 x5","Redflesh Mushroom x5","dlc","-118.2265625","118.32803814136005"
"206","584","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","붉은살버섯 x5","Redflesh Mushroom x5","dlc","-145.19791662693024","129.68359375"
"207","585","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","붉은살버섯 x5","Redflesh Mushroom x5","dlc","-117.04088544845581","129.90239057138876"
"208","586","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","붉은살버섯 x5 - 벨라트 탑의 도시","Redflesh Mushroom x5 - Belurat Tower Settlement","dlc","-140.8125","100.32431039536108"
"209","587","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","붉은살버섯 x5 - 전갈 강 지하 묘지","Redflesh Mushroom x5 - Scorpion River Catacombs","dlc","-123.8671875","101.01198863895998"
"210","588","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","붉은살버섯 x7","Redflesh Mushroom x7","dlc","-118.2421875","123.95698269854688"
"211","589","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","붉은살버섯 x8","Redflesh Mushroom x8","dlc","-133.796875","115.19934869653628"
"212","590","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","붉은살버섯 x8 - 벨라트 탑의 도시","Redflesh Mushroom x8 - Belurat Tower Settlement","dlc","-140.0078125","99.89469980055918"
"213","595","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","피 아마릴리스 x6","Sanguine Amaryllis x6","dlc","-133.41666662693024","113.02734375"
"214","596","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","붉은 꽃봉오리 x6","Scarlet Bud x6","dlc","-124.984375","96.98824578815865"
"215","597","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","전갈 간 x3","Scorpion Liver x3","dlc","-117.5078125","111.26093050287882"
"216","598","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","전갈 간 x4","Scorpion Liver x4","dlc","-136.97916662693024","138.34765625"
"217","601","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","영륜초 x2","Shadow Sunflower x2","dlc","-129.8984375","129.96525156117553"
"218","602","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","영륜초 x3","Shadow Sunflower x3","dlc","-119.5078125","130.48042733846646"
"219","603","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","영륜초 x3","Shadow Sunflower x3","dlc","-125.60416662693024","117.66015625"
"220","604","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","영륜초 x3","Shadow Sunflower x3","dlc","-116.27604162693024","140.81640625"
"221","605","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","영륜초 x4","Shadow Sunflower x4","dlc","-136.625","129.73145263091757"
"222","606","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","영륜초 x6","Shadow Sunflower x6","dlc","-117.28125","129.45706628459024"
"223","611","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","저민 고기 x2","Sliver of Meat x2","dlc","-116.02369797229767","128.19166492045164"
"224","612","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","저민 고기 x2 - 벨라트 탑의 도시","Sliver of Meat x2 - Belurat Tower Settlement","dlc","-144.00260412693024","98.02734375"
"225","613","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","저민 고기 x3","Sliver of Meat x3","dlc","-134.07291662693024","110.49609375"
"226","622","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","영묘석 x2","Spiritgrave Stone x2","dlc","-130.25026047229767","99.98900336511832"
"227","623","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","영묘석 x2","Spiritgrave Stone x2","dlc","-171.42447912693024","112.83203125"
"228","624","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","영묘석 x3","Spiritgrave Stone x3","dlc","-146.3046875","130.93369942080972"
"229","625","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","영묘석 x3","Spiritgrave Stone x3","dlc","-130.8671875","108.37100381364333"
"230","626","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","폭풍 매의 깃털 x3","Stormhawk Feather x3","dlc","-118.609375","129.83968524378542"
"231","627","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","폭풍 매의 깃털 x3","Stormhawk Feather x3","dlc","-116.578125","127.44892886926522"
"232","630","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","끈 x3","String x3","dlc","-171.8203125","112.25429803925925"
"233","631","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","끈 x4 - 벨라트 탑의 도시","String x4 - Belurat Tower Settlement","dlc","-141.4296875","100.26961541846681"
"234","632","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","끈 x6","String x6","dlc","-117.90625","131.3165176327454"
"235","633","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","흰 저민 고기 x2","Strip of White Flesh x2","dlc","-118.5859375","132.05141813082616"
"236","635","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","부푼 포도 x2","Swollen Grape x2","dlc","-158.74479162693024","128.93359375"
"237","636","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","부푼 포도 x2","Swollen Grape x2","dlc","-158.84635412693024","125.74609375"
"238","639","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","가는 짐승 뼈 x4","Thin Beast Bones x4","dlc","-117.59375","132.2780220423597"
"239","640","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","가는 짐승 뼈 x4","Thin Beast Bones x4","dlc","-160.8046875","128.98872751377456"
"240","641","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","가는 짐승 뼈 x4 - 벨라트 탑의 도시","Thin Beast Bones x4 - Belurat Tower Settlement","dlc","-141.125","101.0743958455812"
"241","642","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","가는 짐승 뼈 x5 - 벨라트 탑의 도시","Thin Beast Bones x5 - Belurat Tower Settlement","dlc","-139.71406197547913","99.8468151302983"
"242","643","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","가는 짐승 뼈 x6","Thin Beast Bones x6","dlc","-154.1640625","117.8556127336209"
"243","644","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","가는 짐승 뼈 x7","Thin Beast Bones x7","dlc","-116.4140625","128.0584338158015"
"244","645","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","가는 짐승 뼈 x8","Thin Beast Bones x8","dlc","-118.4921875","117.64054051288504"
"245","646","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","가는 짐승 뼈 x8 - 벨라트 탑의 도시","Thin Beast Bones x8 - Belurat Tower Settlement","dlc","-143.83072912693024","97.47265625"
"246","647","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","가는 짐승 뼈 x8 - 에니르 일림","Thin Beast Bones x8 - Enir-Ilim","dlc","-137.359375","98.29375414115336"
"247","649","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","독이끼벌레 x8","Toxic Mossling x8","dlc","-145.65885412693024","124.12109375"
"248","651","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","흰살버섯 x3","Whiteflesh Mushroom x3","dlc","-136.265625","106.94131524551557"
"249","652","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","흰살버섯 x3","Whiteflesh Mushroom x3","dlc","-135.2578125","130.63701654401711"
"250","653","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","흰살버섯 x3","Whiteflesh Mushroom x3","dlc","-123.9921875","135.637459817034"
"251","654","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","흰살버섯 x3 - 에니르 일림","Whiteflesh Mushroom x3 - Enir-Ilim","dlc","-136.99294377301976","98.5477230365187"
"252","655","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","흰살버섯 x4","Whiteflesh Mushroom x4","dlc","-180.59375","117.79301767025102"
"253","656","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","흰살버섯 x4 - 벨라트 탑의 도시","Whiteflesh Mushroom x4 - Belurat Tower Settlement","dlc","-141.96875","97.9963456145238"
"254","657","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","흰살버섯 x6 - 벨라트 탑의 도시","Whiteflesh Mushroom x6 - Belurat Tower Settlement","dlc","-141.1484375","100.12899575910558"
"255","669","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","노란 벼락꽃 x3","Yellow Fulgurbloom x3","dlc","-159.11979162693024","124.69140625"
"256","670","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","노란 벼락꽃 x5 - 안개 계곡 지하 묘지","Yellow Fulgurbloom x5 - Fog Rift Catacombs","dlc","-125.921875","108.62832077659478"
"257","671","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","material","노란 벼락꽃 x6 - 전갈 강 지하 묘지","Yellow Fulgurbloom x6 - Scorpion River Catacombs","dlc","-125.26822912693024","100.98046875"
"258","712","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","talisman","뇌룡 표식의 탈리스만 +3","Boltdrake Talisman +3","dlc","-116.984375","129.2773623137909"
"259","713","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","talisman","푸른 호박 메달리온 +3 - 전갈 강 지하 묘지","Cerulean Amber Medallion +3 - Scorpion River Catacombs","dlc","-128.26041662693024","102.72265625"
"260","714","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","talisman","푸른 종자의 탈리스만 +1","Cerulean Seed Talisman +1","dlc","-126.3828125","154.57459985798172"
"261","715","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","talisman","이성의 뿔 장식 +2 - 한탄하는 자의 감옥","Clarifying Horn Charm +2 - Lamenter's Gaol","dlc","-160.6015625","113.01157327100024"
"262","716","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","talisman","붉은 호박 메달리온 +3 - 안개 계곡 지하 묘지","Crimson Amber Medallion +3 - Fog Rift Catacombs","dlc","-128.34375","114.91048325831657"
"263","717","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","talisman","붉은 종자의 탈리스만 +1","Crimson Seed Talisman +1","dlc","-162.7109375","137.08237710976593"
"264","721","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","talisman","염룡 표식의 탈리스만 +3","Flamedrake Talisman +3","dlc","-146.6640625","130.79325693086736"
"265","723","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","talisman","면역의 뿔 장식 +2 - 벨라트 탑의 도시","Immunizing Horn Charm +2 - Belurat Tower Settlement","dlc","-144.68229162693024","99.04296875"
"266","724","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","talisman","얼룩색 목걸이 +2","Mottled Necklace +2","dlc","-124.078125","102.98913233419239"
"267","727","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","talisman","진주룡 표식의 탈리스만 +3","Pearldrake Talisman +3","dlc","-116.0625","128.4177531244288"
"268","732","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","talisman","마력 용 표식의 탈리스만 +3","Spelldrake Talisman +3","dlc","-137.6953125","117.17609540646134"
"269","734","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","talisman","강건의 뿔 장식 +2 - 보니의 감옥","Stalwart Horn Charm +2 - Bonny Gaol","dlc","-142.3046875","133.23889671106744"
"270","741","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","talisman","녹색 호박 메달리온 +3","Viridian Amber Medallion +3","dlc","-140.54999995231628","140.72531101439256"
"271","941","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","weapon","옛 운철 대검 - 옛 유성의 무너진 단조장","Ancient Meteoric Ore Greatsword - Ruined Forge of Starfall Past","dlc","-139.484375","125.70736397025223"
"272","965","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","weapon","에우포리에 - 에니르 일림","Euporia - Enir-Ilim","dlc","-141.90937538444996","96.49069612223073"
"273","993","추가 검토 필요","무기 번역/강화 표기 차이 또는 데이터 누락","weapon","연성 석궁","Repeating Crossbow","dlc","-140.95572912693024","128.38671875"
"274","1013","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","온 지혜 세트","All-Knowing Set","extra","-106.625","116.425507"
"275","1014","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","금가면 세트","Goldmask's Set","extra","-108.46","114.17"
"276","1015","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 황금의 땅","Ash of War: Golden Land","extra","-111.552083","126.982773"
"277","1018","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","순교자의 우상: 엘데의 짐승","Effigy of the Martyr: Elden Beast","extra","-109.923","123.456"
"278","1019","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","순교자의 우상: 엘데의 왕좌","Effigy of the Martyr: Elden Throne","extra","-106.344","119.884"
"279","1020","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","순교자의 우상: 황금 나무 대성당","Effigy of the Martyr: Erdtree Sanctuary","extra","-107.142","115.397"
"280","1026","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","talisman","황금 나무의 은총+2","Erdtree's Favor +2","extra","-103.2625","120.21665"
"281","1035","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","알베리히 세트","Alberich's Set","surface","-104.679","112.965"
"282","1037","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","전투 마술사 세트","Battlemage Set","surface","-77.4375","89.929814"
