"map_index","status","method","category","kor_name","english_name","region","is_dlc","e_titles","image_count","image_urls","latitude","longitude"
"2172","unmatched","","spell","용암 작렬","Roiling Magma","surface","False","","0","","-93.74375","61.424507"
"2174","unmatched","","spell","그림자의 유인","Shadow Bait","surface","False","","0","","-103.140625","115.676251"
"2187","unmatched","","spell","불이여, 회오리쳐라!","Whirl, O Flame!","surface","False","","0","","-168.5","131.71447"
"2208","unmatched","","talisman","클렙스의 작은 병","Crepus's Vial","surface","False","","0","","-90.125","81.330728"
"2650","unmatched","","weapon","헬펜의 첨탑","Helphen's Steeple","surface","False","","0","","-62.29687","155.62148"
"2663","unmatched","","weapon","긴 자루 나대","Longhaft Axe","surface","False","","0","","-225.7","108"
"2745","unmatched","","armor","도가니 나무 세트","Crucible Tree Set","underground","False","","0","","-95.265625","106.180862"
"2748","unmatched","","armor","전쟁 외과의 세트","War Surgeon Set","underground","False","","0","","-182.890625","152.635558"
"2813","unmatched","","key_item","영혼 묘 은방울꽃 채취자의 방울 [1]","Ghost-Glovewort Picker's Bell Bearing (1)","underground","False","","0","","-184.96875","123.366473"
"2814","unmatched","","key_item","영혼 묘 은방울꽃 채취자의 방울 [2]","Ghost-Glovewort Picker's Bell Bearing (2)","underground","False","","0","","-124.95625","66.39691"
"2815","unmatched","","key_item","내면의 율","Inner Order","underground","False","","0","","-171.159375","136.611911"
"2835","unmatched","","map_fragment","지도 조각: 에인세르 강","Map (Ainsel River)","underground","False","","0","","-128.25","68.059836"
"2836","unmatched","","map_fragment","지도 조각: 깊은 뿌리 밑바닥","Map (Deeproot Depths)","underground","False","","0","","-97.945312","114.668478"
"2837","unmatched","","map_fragment","지도 조각: 부패한 호수","Map (Lake of Rot)","underground","False","","0","","-129.32031","60.40889"
"2838","unmatched","","map_fragment","지도 조각: 모그윈 왕조","Map (Mohgwyn Palace)","underground","False","","0","","-180.192","149.08"
"2839","unmatched","","map_fragment","지도 조각: 시오프라 강","Map (Siofra River)","underground","False","","0","","-185.96875","132.118084"
"2860","unmatched","","spell","빙뢰창","Frozen Lightning Spear","underground","False","","0","","-124.515625","63.418097"
"2874","unmatched","","talisman","사악한 왕자의 업창","Prince of Death Cyst","underground","False","","0","","-98.453125","117.207836"
"2875","unmatched","","talisman","색 잃은 단석 [5]","Somber Smithing Stone (5)","underground","False","","0","","-177.484375","133.23901"
"3000","unmatched","","weapon","실루리아의 나무창","Siluria's Tree","underground","False","","0","","-95.78","106.73"
"3003","unmatched","","spirit_ash","검은 칼날 티시","Black Knife Tiche","surface","False","","0","","0","0"
"3026","unmatched","","spirit_ash","귀부기사 핀레이","Cleanrot Knight Finlay Ashes","surface","False","","0","","0","0"
"3041","unmatched","","spirit_ash","폭풍 매 디네","Stormhawk Deenh","surface","False","","0","","0","0"
"3043","unmatched","","spirit_ash","헤매는 귀인의 뼛가루","Wandering Noble Ashes","surface","False","","0","","0","0"
"3059","unmatched","","spirit_ash","고룡 기사 크리스토프","Ancient Dragon Knight Kristoff Ashes","surface","False","","0","","0","0"
"3060","unmatched","","spirit_ash","적사자기사 오우가","Redmane Knight Ogha Ashes","surface","False","","0","","0","0"
"3061","unmatched","","spirit_ash","목 없는 기사 루텔","Lhutel the Headless","surface","False","","0","","0","0"
